Nom du lieu;Type de lieu;Ville;D�partement;R�gion;Capacité (personnes);Prix (€);Description;URL Heavento;URL ABC Salles;URL Kactus;URL Carmin.io;Contact/Téléphone;Email;Statut;Dernière mise à jour
Estaminet le Sainte C�cile;H�tel;Nord;;Nord-Pas-de-Calais;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Nord proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/estaminet-le-sainte-cecile/location-de-salle/quesnoy-sur-deule/nord-pas-de-calais/france/;https://www.abcsalles.com/lieu/estaminet-le-sainte-ccile;https://www.kactus.com/fr/lieux/estaminet-le-sainte-ccile;https://carmin.io/location/nord/estaminet-le-sainte-ccile;;;Actif;27/08/2025
Etable �v�nementiel;H�tel;Nord;;Nord-Pas-de-Calais;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Nord proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/etable-evenementiel/location-de-salle/halluin/nord-pas-de-calais/france/;https://www.abcsalles.com/lieu/etable-evnementiel;https://www.kactus.com/fr/lieux/etable-evnementiel;https://carmin.io/location/nord/etable-evnementiel;;;Actif;27/08/2025
Etiolles Country Club;Club;Essonne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Espace événementiel singulier implanté à Essonne offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/etiolles-country-club/location-de-salle/etiolles/ile-de-france/france/;https://www.abcsalles.com/lieu/etiolles-country-club;https://www.kactus.com/fr/lieux/etiolles-country-club;https://carmin.io/location/essonne/etiolles-country-club;;;Actif;27/08/2025
Etoile ;Espace �v�nementiel;Essonne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Espace événementiel singulier implanté à Essonne offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/etoile-91/location-de-salle/ris-orangis/ile-de-france/france/;https://www.abcsalles.com/lieu/etoile-91;https://www.kactus.com/fr/lieux/etoile-91;https://carmin.io/location/essonne/etoile-91;;;Actif;27/08/2025
Etoile de la Valentine;Espace �v�nementiel;Bouches-du-Rh�ne;;Provence-Alpes-C�te d'Azur;10-250 personnes;Dès 480€ - 2800€;Espace événementiel singulier implanté à Bouches-du-Rhône offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/etoile-de-la-valentine/location-de-salle/marseille/provence-alpes-cote-dazur/france/;https://www.abcsalles.com/lieu/etoile-de-la-valentine;https://www.kactus.com/fr/lieux/etoile-de-la-valentine;https://carmin.io/location/bouchesdurhne/etoile-de-la-valentine;;;Actif;27/08/2025
Euro Meeting Center;Espace �v�nementiel;Nantes;Loire-Atlantique;;10-150 personnes;Dès 240€ - 1440€;Espace événementiel singulier implanté à Nantes offrant une approche créative de l'accueil. Capacité d'accueil de 10-150 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;;https://www.abcsalles.com/lieu/euro-meeting-center;https://www.kactus.com/fr/lieux/euro-meeting-center;https://carmin.io/location/nantes/euro-meeting-center;;;Actif;27/08/2025
Europia;Espace �v�nementiel;Bouches-du-Rh�ne;;Provence-Alpes-C�te d'Azur;10-250 personnes;Dès 480€ - 2800€;Espace événementiel singulier implanté à Bouches-du-Rhône offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/europia/location-de-salle/aix-en-provence/provence-alpes-cote-dazur/france/;https://www.abcsalles.com/lieu/europia;https://www.kactus.com/fr/lieux/europia;https://carmin.io/location/bouchesdurhne/europia;;;Actif;27/08/2025
Events Club House;Club;Yvelines;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Espace événementiel singulier implanté à Yvelines offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/events-club-house/location-de-salle/maisons-laffitte-1/ile-de-france/france/;https://www.abcsalles.com/lieu/events-club-house;https://www.kactus.com/fr/lieux/events-club-house;https://carmin.io/location/yvelines/events-club-house;;;Actif;27/08/2025
Event’;Espace �v�nementiel;Seine-et-Marne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Espace événementiel singulier implanté à Seine-et-Marne offrant une approche créative de l'accueil. Capacité d'accueil de 10-250 personnes dans un environnement original et modulable. Conception architecturale unique, équipements techniques et prestations personnalisées. Idéal pour événements artistiques, présentations créatives et célébrations originales. Un lieu d'exception pour des projets qui sortent de l'ordinaire.;https://heavento.fr/location-de-salles/event3/location-de-salle/brie-comte-robert/ile-de-france/france/;https://www.abcsalles.com/lieu/event3;https://www.kactus.com/fr/lieux/event3;https://carmin.io/location/seineetmarne/event3;;;Actif;27/08/2025
Evidanse;H�tel;Yvelines;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Lieu d'événements original situé à Yvelines proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/evidanse/location-de-salle/conflans-sainte-honorine/ile-de-france/france/;https://www.abcsalles.com/lieu/evidanse;https://www.kactus.com/fr/lieux/evidanse;https://carmin.io/location/yvelines/evidanse;;;Actif;27/08/2025
Exclusiv’ Golf de Rochefort;H�tel;Yvelines;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Lieu d'événements original situé à Yvelines proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/exclusiv-golf-de-rochefort/location-de-domaine/rochefort-en-yvelines/ile-de-france/france/;https://www.abcsalles.com/lieu/exclusiv-golf-de-rochefort;https://www.kactus.com/fr/lieux/exclusiv-golf-de-rochefort;https://carmin.io/location/yvelines/exclusiv-golf-de-rochefort;;;Actif;27/08/2025
Ezy Lake;H�tel;Eure;;Haute-Normandie;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Eure proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/ezy-lake/location-de-bateau-1/ezy-sur-eure/haute-normandie/france/;https://www.abcsalles.com/lieu/ezy-lake;https://www.kactus.com/fr/lieux/ezy-lake;https://carmin.io/location/eure/ezy-lake;;;Actif;27/08/2025
Factory ;H�tel;Seine-Saint-Denis;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Lieu d'événements original situé à Seine-Saint-Denis proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/factory-58/location-de-salle/bobigny/ile-de-france/france/;https://www.abcsalles.com/lieu/factory-58;https://www.kactus.com/fr/lieux/factory-58;https://carmin.io/location/seinesaintdenis/factory-58;;;Actif;27/08/2025
Fen�tre sur Cours;H�tel;Bas-Rhin;;Alsace;10-250 personnes;Dès 240€ - 1440€;Lieu d'événements original situé à Bas-Rhin proposant des espaces atypiques et créatifs. Configuration flexible accueillant 10-250 personnes avec possibilités d'aménagements personnalisés. Cadre unique, équipements modernes et services sur mesure. Parfait pour lancements, expositions, soirées thématiques et événements innovants. Un espace différent où l'imagination prend forme pour des moments extraordinaires.;https://heavento.fr/location-de-salles/fenetre-sur-cours/location-de-salle/strasbourg/alsace/france/;https://www.abcsalles.com/lieu/fentre-sur-cours;https://www.kactus.com/fr/lieux/fentre-sur-cours;https://carmin.io/location/basrhin/fentre-sur-cours;;;Actif;27/08/2025
Ferme Auberge les Vieilles Ventes;Salle de r�ception;Vend�e;;Pays de la Loire;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Vendée offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-auberge-les-vieilles-ventes/location-de-salle/chateauneuf/pays-de-la-loire/france/;https://www.abcsalles.com/lieu/ferme-auberge-les-vieilles-ventes;https://www.kactus.com/fr/lieux/ferme-auberge-les-vieilles-ventes;https://carmin.io/location/vende/ferme-auberge-les-vieilles-ventes;;;Fermé;27/08/2025
Ferme Garel;Salle de r�ception;Yvelines;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Domaine de charme niché à Yvelines offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-garel/location-de-salle/dammartin-en-serve/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-garel;https://www.kactus.com/fr/lieux/ferme-garel;https://carmin.io/location/yvelines/ferme-garel;;;Fermé;27/08/2025
Ferme Lou Meou;Salle de r�ception;Vaucluse;;Provence-Alpes-C�te d'Azur;10-250 personnes;Dès 480€ - 2800€;Propriété rurale d'exception située à Vaucluse alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-lou-meou/location-de-salle/lauris/provence-alpes-cote-dazur/france/;https://www.abcsalles.com/lieu/ferme-lou-meou;https://www.kactus.com/fr/lieux/ferme-lou-meou;https://carmin.io/location/vaucluse/ferme-lou-meou;;;Fermé;27/08/2025
Ferme Saint Chrysole;Salle de r�ception;Nord;;Nord-Pas-de-Calais;10-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Nord alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-saint-chrysole/location-de-salle/wambrechies/nord-pas-de-calais/france/;https://www.abcsalles.com/lieu/ferme-saint-chrysole;https://www.kactus.com/fr/lieux/ferme-saint-chrysole;https://carmin.io/location/nord/ferme-saint-chrysole;;;Fermé;27/08/2025
Ferme de Bon Espoir;Salle de r�ception;C�te-d'Or;;Bourgogne;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Côte-d'Or offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-de-bon-espoir/location-de-salle/aisey-sur-seine/bourgogne/france/;https://www.abcsalles.com/lieu/ferme-de-bon-espoir;https://www.kactus.com/fr/lieux/ferme-de-bon-espoir;https://carmin.io/location/ctedor/ferme-de-bon-espoir;;;Fermé;27/08/2025
Ferme de Gy;Salle de r�ception;Haute-Savoie;;Rh�ne-Alpes;10-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Haute-Savoie alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-de-gy/location-de-salle/giez/rhone-alpes/france/;https://www.abcsalles.com/lieu/ferme-de-gy;https://www.kactus.com/fr/lieux/ferme-de-gy;https://carmin.io/location/hautesavoie/ferme-de-gy;;;Fermé;27/08/2025
Ferme de Kerprat;Salle de r�ception;Guidel;Morbihan;;100-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Guidel alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 100-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;;https://www.abcsalles.com/lieu/ferme-de-kerprat;https://www.kactus.com/fr/lieux/ferme-de-kerprat;https://carmin.io/location/guidel/ferme-de-kerprat;;;Fermé;27/08/2025
Ferme de Maubuisson;Salle de r�ception;Oise;;Picardie;10-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Oise alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-de-maubuisson/location-de-salle/verneuil-en-halatte/picardie/france/;https://www.abcsalles.com/lieu/ferme-de-maubuisson;https://www.kactus.com/fr/lieux/ferme-de-maubuisson;https://carmin.io/location/oise/ferme-de-maubuisson;;;Fermé;27/08/2025
Ferme de Mauperthuis;Salle de r�ception;Seine-et-Marne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Propriété rurale d'exception située à Seine-et-Marne alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-de-mauperthuis/location-de-salle/charny/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-de-mauperthuis;https://www.kactus.com/fr/lieux/ferme-de-mauperthuis;https://carmin.io/location/seineetmarne/ferme-de-mauperthuis;;;Fermé;27/08/2025
Ferme de Montblin;Salle de r�ception;Essonne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Domaine de charme niché à Essonne offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-de-montblin/location-de-salle/lisses/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-de-montblin;https://www.kactus.com/fr/lieux/ferme-de-montblin;https://carmin.io/location/essonne/ferme-de-montblin;;;Fermé;27/08/2025
Ferme de Montecouvez;Salle de r�ception;Cr�vecœur-sur-l'Escaut;Nord;;40-190 personnes;Dès 240€ - 1440€;Domaine de charme niché à CrèvecÅur-sur-l'Escaut offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 40-190 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;;https://www.abcsalles.com/lieu/ferme-de-montecouvez;https://www.kactus.com/fr/lieux/ferme-de-montecouvez;https://carmin.io/location/crvecursurlescaut/ferme-de-montecouvez;;;Fermé;27/08/2025
Ferme de Passy;Salle de r�ception;Seine-et-Marne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Domaine de charme niché à Seine-et-Marne offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-de-passy/location-de-salle/chevry-cossigny/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-de-passy;https://www.kactus.com/fr/lieux/ferme-de-passy;https://carmin.io/location/seineetmarne/ferme-de-passy;;;Fermé;27/08/2025
Ferme de Perinaguen;Salle de r�ception;Penmarch;Finist�re;;50-200 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Penmarch alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 50-200 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;;https://www.abcsalles.com/lieu/ferme-de-perinaguen;https://www.kactus.com/fr/lieux/ferme-de-perinaguen;https://carmin.io/location/penmarch/ferme-de-perinaguen;;;Fermé;27/08/2025
Ferme de Vintu�;Salle de r�ception;Essonne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Domaine de charme niché à Essonne offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-de-vintue/location-de-salle/etrechy/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-de-vintu;https://www.kactus.com/fr/lieux/ferme-de-vintu;https://carmin.io/location/essonne/ferme-de-vintu;;;Fermé;27/08/2025
Ferme de la Chevre Rit;Salle de r�ception;Manche;;Basse-Normandie;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Manche offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-de-la-chevre-rit/location-de-salle/granville/basse-normandie/france/;https://www.abcsalles.com/lieu/ferme-de-la-chevre-rit;https://www.kactus.com/fr/lieux/ferme-de-la-chevre-rit;https://carmin.io/location/manche/ferme-de-la-chevre-rit;;;Fermé;27/08/2025
Ferme de la Haute Maison;Salle de r�ception;Seine-et-Marne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Domaine de charme niché à Seine-et-Marne offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-de-la-haute-maison/location-de-salle/saint-loup-de-naud/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-de-la-haute-maison;https://www.kactus.com/fr/lieux/ferme-de-la-haute-maison;https://carmin.io/location/seineetmarne/ferme-de-la-haute-maison;;;Fermé;27/08/2025
Ferme de la Jasse;Salle de r�ception;Aude;;Languedoc-Roussillon;10-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Aude alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-de-la-jasse/location-de-salle/castelnaudary/languedoc-roussillon/france/;https://www.abcsalles.com/lieu/ferme-de-la-jasse;https://www.kactus.com/fr/lieux/ferme-de-la-jasse;https://carmin.io/location/aude/ferme-de-la-jasse;;;Fermé;27/08/2025
Ferme des Epis;Salle de r�ception;Calvados;;Basse-Normandie;10-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Calvados alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-des-epis/location-de-salle/ouffieres/basse-normandie/france/;https://www.abcsalles.com/lieu/ferme-des-epis;https://www.kactus.com/fr/lieux/ferme-des-epis;https://carmin.io/location/calvados/ferme-des-epis;;;Fermé;27/08/2025
Ferme des Jallots;Salle de r�ception;Essonne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Domaine de charme niché à Essonne offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-des-jallots/location-de-salle/dourdan/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-des-jallots;https://www.kactus.com/fr/lieux/ferme-des-jallots;https://carmin.io/location/essonne/ferme-des-jallots;;;Fermé;27/08/2025
Ferme des Mares;Salle de r�ception;Manche;;Basse-Normandie;10-250 personnes;Dès 240€ - 1440€;Propriété rurale d'exception située à Manche alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-des-mares/location-de-salle/saint-germain-sur-ay/basse-normandie/france/;https://www.abcsalles.com/lieu/ferme-des-mares;https://www.kactus.com/fr/lieux/ferme-des-mares;https://carmin.io/location/manche/ferme-des-mares;;;Fermé;27/08/2025
Ferme du Charmois;Salle de r�ception;Aisne;;Picardie;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Aisne offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-du-charmois/location-de-salle/monthenault/picardie/france/;https://www.abcsalles.com/lieu/ferme-du-charmois;https://www.kactus.com/fr/lieux/ferme-du-charmois;https://carmin.io/location/aisne/ferme-du-charmois;;;Fermé;27/08/2025
Ferme du Fresne;Salle de r�ception;Essonne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Domaine de charme niché à Essonne offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-du-fresne/category-location-de-chateau/villeconin/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-du-fresne;https://www.kactus.com/fr/lieux/ferme-du-fresne;https://carmin.io/location/essonne/ferme-du-fresne;;;Fermé;27/08/2025
Ferme du Geni�vre;Salle de r�ception;Yvelines;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Propriété rurale d'exception située à Yvelines alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-du-genievre/location-de-salle/prunay-en-yvelines/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-du-genivre;https://www.kactus.com/fr/lieux/ferme-du-genivre;https://carmin.io/location/yvelines/ferme-du-genivre;;;Fermé;27/08/2025
Ferme du Grand H�tel du Bois;H�tel;Seine-et-Marne;;�le-de-France;10-250 personnes;Dès 640€ - 4000€;Propriété rurale d'exception située à Seine-et-Marne alliant tradition et modernité. Espaces de réception authentiques pouvant recevoir 10-250 personnes dans un cadre naturel préservé. Architecture régionale, dépendances rénovées et espaces verts paysagers. Idéal pour événements familiaux, séminaires créatifs et célébrations champêtres. Un havre de paix où l'authenticité rencontre l'excellence événementielle.;https://heavento.fr/location-de-salles/ferme-du-grand-hotel-du-bois/location-de-salle/jouarre/ile-de-france/france/;https://www.abcsalles.com/lieu/ferme-du-grand-htel-du-bois;https://www.kactus.com/fr/lieux/ferme-du-grand-htel-du-bois;https://carmin.io/location/seineetmarne/ferme-du-grand-htel-du-bois;;;Fermé;27/08/2025
Ferme du Javot;Salle de r�ception;Loiret;;Centre;10-250 personnes;Dès 240€ - 1440€;Domaine de charme niché à Loiret offrant un cadre bucolique et authentique pour vos événements. Cette propriété de caractère dispose d'espaces intérieurs et extérieurs accueillant 10-250 personnes. Bâtisses traditionnelles, parc arboré et jardins créent une atmosphère champêtre élégante. Parfait pour mariages, séminaires et réceptions dans un écrin de verdure. L'art de vivre français dans un environnement préservé et raffiné.;https://heavento.fr/location-de-salles/ferme-du-javot/location-de-salle/saint-germain-des-pres/centre/france/;https://www.abcsalles.com/lieu/ferme-du-javot;https://www.kactus.com/fr/lieux/ferme-du-javot;https://carmin.io/location/loiret/ferme-du-javot;;;Fermé;27/08/2025
